업종명,허가(신고)일,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,영업자시작일,우편번호(도로명),우편번호(지번),소재지시작일,업태명
휴게음식점,1974-12-26,별,서울특별시 강남구 역삼로 454 (대치동),서울특별시 강남구 대치동 912번지 0호  ,100.01,  02- 567-3009,1991-07-15,6202,135-997,1974-12-26,다방
휴게음식점,1975-11-10,삼미, ,서울특별시 강남구 도곡동 125번지 22호  ,94.62,  02- 554-7511,1975-11-10, ,135-270,1975-11-10,다방
휴게음식점,1978-10-12,장원,서울특별시 강남구 언주로 601 (논현동),서울특별시 강남구 논현동 237번지 11호  ,84.02,  02- 547-9111,1984-11-12,6109,135-831,1978-10-12,다방
휴게음식점,1979-09-18,은마, ,서울특별시 강남구 대치동 287번지 96호  ,105.31,  02-   0-0000,1982-06-23, ,135-835,1979-09-18,다방
휴게음식점,1980-08-09,신일, ,서울특별시 강남구 개포동 0번지  ,109,  02- 556-7522,1980-08-09, ,135-240,1980-08-09,다방
휴게음식점,1981-12-16,원,서울특별시 강남구 도산대로 405 (청담동),서울특별시 강남구 청담동 86번지 2호  ,102.87,  02- 547-0598,1984-07-24,6014,135-954,1981-12-16,다방
휴게음식점,1982-11-25,대왕, ,서울특별시 강남구 대치동 256번지 1호 .3 ,69.99,  02- 547-1010,1982-11-25, ,135-835,1982-11-25,다방
휴게음식점,1982-01-12,리버사이드커피숍, ,서울특별시 강남구 신사동 342번지 1호  ,172.18,  02- 545-5855,1982-02-23, ,135-120,1982-01-12,다방
휴게음식점,1982-01-29,희, ,서울특별시 강남구 역삼동 430번지 6호  ,192.84,  02- 546-3056,1986-01-11, ,135-080,1982-01-29,다방
휴게음식점,1982-02-09,삼정관광호텔마리스,서울특별시 강남구 봉은사로 150 (역삼동),서울특별시 강남구 역삼동 604번지 11호  ,314.04,  02-0545-7545,2005-07-19,6125,135-907,1982-02-09,과자점
휴게음식점,1983-11-18,올웨이즈,서울특별시 강남구 도곡로 532 (대치동),서울특별시 강남구 대치동 991번지 4호  ,12.3,  02-0564-1285,1997-06-26,6282,135-501,1983-11-18,편의점
휴게음식점,1983-11-02,코오롱유통역삼1점,서울특별시 강남구 강남대로66길 16 (역삼동),서울특별시 강남구 역삼동 837번지 15호  ,13.48,  02- 563-9384,1993-11-02,6253,135-937,1993-11-02,편의점
휴게음식점,1983-04-16,진양, ,서울특별시 강남구 개포동 0번지  ,115,  02-0176-8800,1988-09-13, ,135-240,1983-04-16,다방
휴게음식점,1983-05-26,영동호텔제과,서울특별시 강남구 도산대로 144 (논현동),서울특별시 강남구 논현동 6번지 0호  ,12,  02-   0-0000,1983-05-26,6040,135-812,1983-05-26,과자점
휴게음식점,1984-06-01,동아, ,서울특별시 강남구 역삼동 437번지 1호  ,133.68,  02- 548-7679,1984-06-01, ,135-080,1984-06-01,다방
휴게음식점,1985-09-11,까치,서울특별시 강남구 강남대로 446 (역삼동),서울특별시 강남구 역삼동 814번지 1호  ,82.14,  02- 558-7240,1985-09-11,6123,135-931,1985-09-11,다방
휴게음식점,1985-10-25,한일다방,서울특별시 강남구 역삼로 161 (역삼동),서울특별시 강남구 역삼동 748번지 31호  ,51.84,  02- 558-6984,1985-10-25,6246,135-925,1985-10-25,다방
휴게음식점,1985-01-24,한누리,서울특별시 강남구 봉은사로 304 (역삼동),서울특별시 강남구 역삼동 681번지 0호  ,117,  02- 554-6810,1989-02-02,6143,135-916,1985-01-24,다방
휴게음식점,1985-02-05,향미, ,서울특별시 강남구 개포동 0번지  ,49.93,  02-0000-0000,1985-02-05, ,135-240,1985-02-05,다방
휴게음식점,1985-05-03,자유시간,서울특별시 강남구 역삼로 166 (역삼동),서울특별시 강남구 역삼동 790번지 0호  ,112.32,  02-0556-2068,1993-09-28,6248,135-929,1985-05-03,다방
휴게음식점,1985-05-20,경문,서울특별시 강남구 테헤란로8길 25 (역삼동),서울특별시 강남구 역삼동 828번지 0호  ,83.25,  02-0567-4417,2001-04-26,6239,135-935,1985-05-20,다방
휴게음식점,1986-03-13,현대, ,서울특별시 강남구 역삼동 227번지 3호  ,83.26,  02- 545-2136,1986-07-20, ,135-080,1986-03-13,다방
휴게음식점,1986-09-29,허바허바,서울특별시 강남구 테헤란로7길 12 (역삼동),서울특별시 강남구 역삼동 648번지 0호  ,105.28,  02-   0-0000,1989-01-16,6133,135-911,1986-09-29,다방
휴게음식점,1986-03-25,베이크샵팔, ,서울특별시 강남구 압구정동 369번지 0호  ,33.35,  02- 543-1765,2004-07-29, ,135-898,1986-03-25,과자점
휴게음식점,1987-10-22,까치다방,서울특별시 강남구 학동로 161 (논현동),서울특별시 강남구 논현동 57번지 13호  ,104.3,  02- 545-1463,1990-04-12,6045,135-815,1987-10-22,다방
휴게음식점,1987-09-25,까치, ,서울특별시 강남구 개포동 504번지 0호  ,104.5,  02- 574-0204,1987-09-25, ,135-240,1987-09-25,다방
휴게음식점,1987-04-22,예다랑,서울특별시 강남구 강남대로 358 (역삼동),서울특별시 강남구 역삼동 826번지 14호  ,148.56,  02- 544-0938,1987-04-22,6241,135-935,1987-04-22,다방
휴게음식점,1987-12-07,델리샵,서울특별시 강남구 영동대로 737 (청담동 1층),서울특별시 강남구 청담동 53번지 7호 1층 ,104.03,  02- 546-1022,2006-01-16,6071,135-952,1987-12-07,과자점
휴게음식점,1988-09-02,제일,서울특별시 강남구 도곡로 401  22호 (대치동 그랜드백화),서울특별시 강남구 대치동 937번지 0호 그랜드백화   22호,16,  02- 815-5551,1988-09-02,6206,135-998,1988-09-02,백화점
휴게음식점,1988-09-07,무역센타현대백화점,서울특별시 강남구 영동대로 511  1호 (삼성동 한무쇼핑),서울특별시 강남구 삼성동 159번지 1호 한무쇼핑    1호,22.1,  02- 552-2233,1988-09-07,6164,135-090,1988-09-07,백화점
휴게음식점,1988-06-25,보성다방,서울특별시 강남구 선릉로6길 20  157동    3호 (개포동 개포지구),서울특별시 강남구 개포동 157번지 0호 개포지구  157동    3호,146.86,  02- 576-7345,1988-06-25,6325,135-802,1988-06-25,다방
휴게음식점,1988-10-22,오리커피,서울특별시 강남구 영동대로 511  8동    1호 (삼성동 현대백화점),서울특별시 강남구 삼성동 159번지 1호 현대백화점    8동    1호,116.29,  02- 568-1533,1990-03-21,6164,135-090,1988-10-22,다방
휴게음식점,1988-04-11,개포미니다실,서울특별시 강남구 삼성로 38 (개포동),서울특별시 강남구 개포동 186번지 1호  ,36.75,  02- 575-1012,1988-04-11,6329,135-994,1988-04-11,다방
휴게음식점,1988-11-04,길, ,서울특별시 강남구 개포동 105번지 1호  ,130,  02- 573-2134,1988-11-04, ,135-800,1988-11-04,다방
휴게음식점,1988-04-02,은정,서울특별시 강남구 도산대로 121 (신사동),서울특별시 강남구 신사동 514번지 16호  ,136.62,  02- 548-4761,1988-04-02,6035,135-887,1988-04-02,다방
휴게음식점,1988-10-22,커피숍아베,서울특별시 강남구 영동대로 511  1호 (삼성동 현대백화점),서울특별시 강남구 삼성동 159번지 1호 현대백화점    1호,118.3,  02- 545-0217,1994-06-07,6164,135-730,1988-10-22,다방
휴게음식점,1988-11-04,와퍼,서울특별시 강남구 테헤란로 521  26호 (삼성동 무역센터아),서울특별시 강남구 삼성동 159번지 8호 무역센터아   26호,55.52,  02- 559-7043,2009-02-25,6164,135-798,1988-11-04,다방
휴게음식점,1988-10-15,미라보커피숍,서울특별시 강남구 영동대로 511  3동    1호 (삼성동 현대백화점),서울특별시 강남구 삼성동 159번지 1호 현대백화점    3동    1호,119.41,  02- 562-2112,1988-10-15,6164,135-090,1988-10-15,다방
휴게음식점,1988-10-28,봉제과,서울특별시 강남구 논현로168길 30 (신사동),서울특별시 강남구 신사동 595번지 0호  ,28.86,  02-   0-0000,1988-10-28,6024,135-893,1990-09-14,과자점
휴게음식점,1988-09-30,토탈스넥,서울특별시 강남구 영동대로 511 (삼성동 무역센터 전시동 1층),서울특별시 강남구 삼성동 159번지 무역센터 전시동 1층 ,0,  02- 551-4972,1988-09-30,6164,135-090,1988-09-30,패스트푸드
휴게음식점,1989-10-13,프라자,서울특별시 강남구 영동대로 511 (삼성동),서울특별시 강남구 삼성동 159번지 1호  ,8.19,  02-0590-1205,1989-10-13,6164,135-090,1989-10-13,백화점
휴게음식점,1989-12-28,리갈,서울특별시 강남구 봉은사로 125 (논현동),서울특별시 강남구 논현동 202번지 7호  ,97.4,  02- 540-3041,1989-12-28,6120,135-545,1989-12-28,관광호텔
휴게음식점,1989-04-10,정다방, ,서울특별시 강남구 세곡동 102번지 2호  ,21.24,  02-0000-0000,1989-04-10, ,135-190,1989-04-10,다방
휴게음식점,1989-06-21,코엑스다방, ,서울특별시 강남구 삼성동 0번지 0호  ,111.8,  02- 551-5607,1989-06-21, ,135-090,1989-06-21,다방
휴게음식점,1989-04-21,거석,서울특별시 강남구 도곡로 131 (역삼동),서울특별시 강남구 역삼동 839번지 11호  ,107.7,  02-0000-0000,1989-04-21,6254,135-935,1989-04-21,다방
휴게음식점,1989-05-08,투모루우타이거,서울특별시 강남구 봉은사로81길 8 (삼성동),서울특별시 강남구 삼성동 75번지 5호  ,55.32,  02- 547-7777,1989-05-08,6086,135-870,1989-05-08,과자점
휴게음식점,1989-10-24,미니스톰 논현힐탑점,서울특별시 강남구 논현로 639 (논현동),서울특별시 강남구 논현동 175번지 1호  ,131.29,010 -8801-2417,2011-10-21,6117,135-826,1989-10-24,과자점
휴게음식점,1989-03-22,금호다실, ,서울특별시 강남구 개포동 188번지 21호  ,117.88,    -    -    ,1988-03-22, ,135-804,1989-03-22,다방
휴게음식점,1990-05-19,무역센터현대백화점,서울특별시 강남구 영동대로 511 (삼성동 지하1층),서울특별시 강남구 삼성동 159번지 1호 지하1층 ,31.08,  02-0000-0000,1994-12-13,6164,135-090,1990-05-19,일반조리판매
휴게음식점,1990-09-18,초원,서울특별시 강남구 압구정로 336 (신사동 쌍용상가지하4),서울특별시 강남구 신사동 661번지 0호 쌍용상가지하4 ,112.1,  02-0544-2422,1990-09-18,6018,135-897,1990-09-18,다방
휴게음식점,1990-12-17,원두막,서울특별시 강남구 논현로 512 (역삼동),서울특별시 강남구 역삼동 668번지 17호  ,87.28,  02-0561-1134,1990-12-17,6140,135-914,1990-12-17,다방
휴게음식점,1990-02-04,뉴삼화관광호텔,서울특별시 강남구 도산대로1길 83 (신사동),서울특별시 강남구 신사동 527번지 3호  ,35.3,  02-0541-1011,2006-09-26,6027,135-888,1990-02-04,다방
휴게음식점,1990-07-10,미도다방,서울특별시 강남구 남부순환로 3032 (대치동),서울특별시 강남구 대치동 511번지 0호  ,47.2,  02- 568-5534,1990-07-10, ,135-280,1990-07-10,다방
휴게음식점,1990-08-28,해성커피숍,서울특별시 강남구 테헤란로 504 (대치동),서울특별시 강남구 대치동 942번지 0호  ,156.48,  02-0519-3268,1990-08-28,6178,135-845,1990-08-28,다방
휴게음식점,1990-12-08,배스킨라빈스아이스크림대치역점,서울특별시 강남구 남부순환로 2927 (대치동),서울특별시 강남구 대치동 622번지 1호  ,68.4,  02- 552-3166,2003-06-27,6280,135-838,1997-05-10,과자점
휴게음식점,1990-10-29,그린,서울특별시 강남구 논현로 829 (신사동),서울특별시 강남구 신사동 585번지 11호  ,0,    -    -    ,1990-10-29,6032,135-892,1990-10-29,다방
휴게음식점,1991-10-10,뉴욕다방,서울특별시 강남구 강남대로128길 20 (논현동),서울특별시 강남구 논현동 140번지 0호  ,62,  02-0516-2880,1994-02-03,6114,135-822,1991-10-10,다방
휴게음식점,1991-11-08,메디아,서울특별시 강남구 선릉로93길 18 (역삼동),서울특별시 강남구 역삼동 697번지 12호  ,43.1,  02-0000-0000,1991-11-08,6148,135-917,1991-11-08,다방
휴게음식점,1991-03-01,쟈뎅커피타운,서울특별시 강남구 강남대로 536 (논현동),서울특별시 강남구 논현동 142번지 4호  ,55.38,  02-0000-0000,1991-03-01, ,135-822,1991-03-01,다방
휴게음식점,1991-11-29,첫번째선택,서울특별시 강남구 압구정로2길 9 (신사동),서울특별시 강남구 신사동 526번지 9호  ,26,  02-0544-1413,1993-04-17,6027,135-888,1991-11-29,다방
휴게음식점,1991-07-10,미니스톱청담점,서울특별시 강남구 도산대로 513 (청담동),서울특별시 강남구 청담동 124번지 5호  ,25.26,  02- 516-9139,1995-06-30,6012,135-957,1991-07-10,과자점
휴게음식점,1991-05-01,빠스퀴니,서울특별시 강남구 삼성로 762 (청담동),서울특별시 강남구 청담동 49번지 21호  ,80.27,    -    -    ,1991-05-01,6070,135-952,1991-05-01,다방
휴게음식점,1992-12-04,쟈뎅커피타운,서울특별시 강남구 강남대로 334 (역삼동),서울특별시 강남구 역삼동 832번지 0호  ,149.04,  02-0176-8800,1992-12-04,6252,135-936,1992-12-04,다방
휴게음식점,1992-04-29,새에스더,서울특별시 강남구 언주로150길 48 (논현동),서울특별시 강남구 논현동 95번지 4호  ,26.35,  02-0544-7930,1996-05-09,6055,135-819,1992-04-29,다방
휴게음식점,1992-11-01,미니스톱일원본점,서울특별시 강남구 양재대로55길 13 (일원동),서울특별시 강남구 일원동 644번지 2호  ,2,  02-3411-0315,2014-03-31,6342,135-945,1992-11-01,과자점
휴게음식점,1992-07-10,그랜드키친델리,서울특별시 강남구 테헤란로 521  지하2  지상1층 (삼성동),서울특별시 강남구 삼성동 159번지 8호 지하2  지상1층 ,414,02  -559 -7044,2017-01-10,6164,135-090,2014-02-14,과자점
휴게음식점,1993-12-01,미성유통,서울특별시 강남구 테헤란로 223 (역삼동),서울특별시 강남구 역삼동 677번지 25호  ,7.79,  02- 527-8399,1998-02-05,6142,135-915,1993-12-01,과자점
휴게음식점,1993-12-04,세븐일레븐개포1호점,서울특별시 강남구 선릉로 48 (개포동),서울특별시 강남구 개포동 168번지 11호  ,17.8,  02- 575-3224,2014-04-28,6325,135-802,1993-12-04,과자점
휴게음식점,1993-12-30,제트프러스원,서울특별시 강남구 논현로 566 (역삼동),서울특별시 강남구 역삼동 650번지 16호  ,6.63,  02-0557-1218,1998-10-23,6135,135-913,1993-12-30,편의점
휴게음식점,1993-11-23,세븐일레븐개포2호점,서울특별시 강남구 개포로 512 (개포동),서울특별시 강남구 개포동 186번지 17호  ,21,  02-    -    ,2014-04-28,6329,135-994,1993-11-23,편의점
휴게음식점,1993-11-23,세븐일레븐대치3호,서울특별시 강남구 삼성로 151 (대치동),서울특별시 강남구 대치동 506번지 0호  ,11.36,  02- 567-8206,2014-04-25,6291,135-836,1993-11-23,편의점
휴게음식점,1993-11-26,세븐일레븐역삼5호,서울특별시 강남구 역삼로 151 (역삼동),서울특별시 강남구 역삼동 751번지 10호  ,11.99,  02- 557-2625,2014-04-25,6244,135-925,1993-11-26,편의점
휴게음식점,1993-11-20,세븐일레븐논현4호,서울특별시 강남구 논현로 720 (논현동),서울특별시 강남구 논현동 80번지 17호  ,14.54,  02- 543-1676,2009-01-22,6051,135-818,1993-11-20,편의점
휴게음식점,1993-11-20,세븐일레븐논현2호점,서울특별시 강남구 언주로 712 (논현동),서울특별시 강남구 논현동 106번지 7호  ,13.71,  02- 516-1936,2014-04-25,6058,135-821,1993-11-20,편의점
휴게음식점,1993-11-10,엘지25청담점,서울특별시 강남구 영동대로 734 (청담동),서울특별시 강남구 청담동 131번지 6호  ,13.23,  02-0545-1558,1993-11-10,6075,135-957,1993-11-10,편의점
휴게음식점,1993-11-10,엘지25역삼2점,서울특별시 강남구 역삼로14길 7 (역삼동),서울특별시 강남구 역삼동 789번지 30호  ,9.94,  02-0564-9753,1993-11-11,6249,135-929,1993-11-10,편의점
휴게음식점,1993-11-05,엘지25시강남구점,서울특별시 강남구 선릉로 654 (삼성동),서울특별시 강남구 삼성동 9번지 0호  ,4.8,  02-0517-5243,1993-11-05,6092,135-864,1993-11-05,편의점
휴게음식점,1993-10-27,훼미리마트신사화랑점,서울특별시 강남구 압구정로 110 (신사동),서울특별시 강남구 신사동 528번지 4호  ,16,  02-0000-0000,1993-10-27,6028,135-888,1993-10-27,편의점
휴게음식점,1993-10-21,에이엠피엠코리아, ,서울특별시 강남구 신사동 162번지 16호 .17 ,5.76,  02-0000-0000,1993-10-21, ,135-120,1993-10-21,편의점
휴게음식점,1993-11-18,청냉면,서울특별시 강남구 학동로 343 (논현동 지하1층),서울특별시 강남구 논현동 119번지 0호 지하1층 ,28.12,  02-0594-3167,1993-11-18,6060,135-820,1993-11-18,백화점
휴게음식점,1993-07-01,메쎄,서울특별시 강남구 논현로 536 (역삼동),서울특별시 강남구 역삼동 667번지 8호  ,82.56,  02-0556-9965,1993-07-01,6136,135-914,1993-07-01,다방
휴게음식점,1993-06-19,청학커피숍,서울특별시 강남구 압구정로42길 78 (신사동),서울특별시 강남구 신사동 632번지 0호  ,74,  02-0544-7125,1993-06-19,6020,135-895,1993-06-19,다방
휴게음식점,1993-03-17,임비스강남점,서울특별시 강남구 봉은사로2길 24 (역삼동),서울특별시 강남구 역삼동 809번지 11호  ,42.6,  02-0562-8284,1993-03-17,6123,135-931,1993-03-17,다방
휴게음식점,1993-01-04,파스커니,서울특별시 강남구 논현로 417 (역삼동),서울특별시 강남구 역삼동 746번지 1호  ,150.34,  02-0646-2273,1993-01-04,6246,135-925,1993-01-04,다방
휴게음식점,1993-05-11,그라시아,서울특별시 강남구 학동로101길 7 (청담동),서울특별시 강남구 청담동 133번지 6호  ,34.15,  02-0518-8681,1993-05-11,6075,135-958,1993-05-11,다방
휴게음식점,1993-04-07,마농,서울특별시 강남구 강남대로156길 15 (신사동),서울특별시 강남구 신사동 510번지 7호  ,21.13,  02-0512-2948,1996-08-20,6034,135-887,1993-04-07,다방
휴게음식점,1994-03-30,라리,서울특별시 강남구 언주로172길 29 (신사동),서울특별시 강남구 신사동 640번지 5호  ,226.01,  02-0518-9627,2007-01-17,6017,135-896,1993-03-30,과자점
휴게음식점,1993-12-31,도토루역삼점,서울특별시 강남구 테헤란로34길 14 (역삼동),서울특별시 강남구 역삼동 718번지 30호  ,74.2,  02-0785-7330,1993-12-31,6220,135-920,1993-12-31,다방
휴게음식점,1993-09-04,용휴게소,서울특별시 강남구 논현로 401 (역삼동),서울특별시 강남구 역삼동 747번지 21호  ,75.3,  02-0563-3850,1993-09-04,6247,135-925,1993-09-04,다방
휴게음식점,1993-07-23,원기찻집,서울특별시 강남구 테헤란로 329 (역삼동),서울특별시 강남구 역삼동 705번지 9호  ,54.99,  02-0000-0000,1993-07-23,6150,135-922,1993-07-23,다방
휴게음식점,1993-08-13,베스킨라빈스,서울특별시 강남구 압구정로28길 11 (신사동),서울특별시 강남구 신사동 581번지 10호  ,74.94,  02-0511-9100,1997-02-27,6030,135-892,1993-08-13,과자점
휴게음식점,1994-10-20,도미노피자압구정점,서울특별시 강남구 압구정로 306 (신사동 지상1층107호 108호),서울특별시 강남구 신사동 638번지 2호 지상1층107호 108호 ,42.29,  02-0544-3580,2016-01-04,6017,135-896,2001-08-03,패스트푸드
휴게음식점,1994-12-09,세븐일레븐대치점,서울특별시 강남구 남부순환로 3032 (대치동),서울특별시 강남구 대치동 511번지 0호  ,7.78,  02- 562-5921,2014-04-28, ,135-280,1994-12-09,편의점
휴게음식점,1994-11-21,훼미리마트청담한양점,서울특별시 강남구 영동대로138길 15 (청담동),서울특별시 강남구 청담동 131번지 13호  ,15.62,  02-0547-8889,1994-11-21,6075,135-957,1994-11-21,편의점
휴게음식점,1994-04-14,훼미리마트논현1호점,서울특별시 강남구 강남대로120길 46 (논현동),서울특별시 강남구 논현동 181번지 7호  ,19.3,  02-0416-2460,1996-05-07,6119,135-827,1994-04-14,편의점
휴게음식점,1994-07-25,도미노피자일원점,서울특별시 강남구 일원로9길 18  1층 101호 (일원동),서울특별시 강남구 일원동 687번지 7호 1층 101호,107.23,  02-3411-9700,2016-01-05,6343,135-516,2014-07-22,일반조리판매
휴게음식점,1994-12-17,적천,서울특별시 강남구 영동대로96길 12 (삼성동),서울특별시 강남구 삼성동 168번지 22호  ,22.54,  02-0564-2720,1994-12-17,6173,135-882,1994-12-17,다방
휴게음식점,1994-10-22,테라스,서울특별시 강남구 영동대로 712 (청담동),서울특별시 강남구 청담동 132번지 17호  ,48.55,  02-0545-0015,2010-04-09,6075,135-957,1994-10-22,다방
휴게음식점,1994-11-14,백제커피숍,서울특별시 강남구 논현로 803 (신사동),서울특별시 강남구 신사동 563번지 37호  ,83.7,  02-0515-9016,1994-11-14,6032,135-891,1994-11-14,다방
휴게음식점,1994-08-10,다인투,서울특별시 강남구 테헤란로 309 (역삼동 제일모직빌딩 지하1층5호),서울특별시 강남구 역삼동 702번지 2호 제일모직빌딩 지하1층5호 ,41.76,  02- 527-3516,2016-11-08,6151,135-513,1994-08-10,다방
휴게음식점,1994-05-04,빅뱅,서울특별시 강남구 선릉로 843 (신사동 2층4호),서울특별시 강남구 신사동 664번지 7호 2층4호 ,182.62,  02-0000-0000,1994-05-04,6018,135-897,1994-05-04,다방
휴게음식점,1994-09-28,베스킨라빈스,서울특별시 강남구 개포로82길 13-15 (개포동),서울특별시 강남구 개포동 186번지 6호  ,39.91,  02-0575-0331,1994-09-28,6329,135-994,1994-09-28,과자점
휴게음식점,1994-06-14,씨엔씨,서울특별시 강남구 삼성로 519 (삼성동),서울특별시 강남구 삼성동 128번지 23호  ,69.28,  02-0501-4900,1994-06-14,6157,135-875,1994-06-14,다방
휴게음식점,1994-04-18,써브웨이 신사점,서울특별시 강남구 도산대로 124 (논현동),서울특별시 강남구 논현동 4번지 1호  ,40.55,  02-3442-0641,2011-10-14,6039,135-811,1994-04-18,과자점
휴게음식점,1994-07-30,명장김종익제과점,서울특별시 강남구 압구정로 201  1층 (압구정동  외 8필지(금강쇼핑센타)),서울특별시 강남구 압구정동 456번지 0호 외8필지(금강쇼핑센타1층) ,66,    -    -    ,1987-12-24,6004,135-510,1987-12-24,과자점
휴게음식점,1995-12-28,엘지25역삼역점,서울특별시 강남구 테헤란로 204 (역삼동),서울특별시 강남구 역삼동 718번지 0호  ,75.82,  02- 569-4399,1995-12-28,6220,135-920,1995-12-28,편의점
휴게음식점,1995-08-11,훼미리마트대치점,서울특별시 강남구 테헤란로98길 15 (대치동),서울특별시 강남구 대치동 946번지 16호  ,104.48,  02- 553-9516,1995-08-11,6181,135-846,1995-08-11,편의점
휴게음식점,1995-09-05,진로베스토아(신사3호),서울특별시 강남구 도산대로 135 (신사동),서울특별시 강남구 신사동 537번지 7호  ,12.96,  02-   0-    ,1997-02-12,6035,135-889,1995-09-05,편의점
휴게음식점,1995-11-28,세븐일레븐대치7호점,서울특별시 강남구 삼성로86길 16 (대치동 지상1층),서울특별시 강남구 대치동 957번지 6호 지상1층 ,4.63,  02- 566-4895,2014-04-25,6185,135-847,1995-11-28,편의점
휴게음식점,1995-12-01,훼미리마트대치은마점,서울특별시 강남구 도곡로 510 (대치동),서울특별시 강남구 대치동 989번지 2호  ,1.92,  02-    -    ,1995-12-01,6282,135-501,1995-12-01,편의점
휴게음식점,1995-12-08,세븐일레븐도곡2호,서울특별시 강남구 남부순환로365길 38 (도곡동),서울특별시 강남구 도곡동 900번지 2호  ,9.28,  02-3463-1686,2014-04-25,6270,135-859,1995-12-08,편의점
휴게음식점,1995-04-11,쎄븐일레븐논현11호점,서울특별시 강남구 선릉로131길 4 (논현동),서울특별시 강남구 논현동 111번지 29호  ,19.35,  02-3284-8111,2014-04-25,6059,135-820,1995-04-11,편의점
휴게음식점,1995-05-31,세븐일레븐역삼7호점,서울특별시 강남구 테헤란로7길 22 (역삼동),서울특별시 강남구 역삼동 635번지 4호  ,32.49,  02-   0-    ,1995-05-31,6130,135-908,1995-05-31,편의점
휴게음식점,1995-06-20,세븐일레븐대치4호,서울특별시 강남구 남부순환로 2921 (대치동),서울특별시 강남구 대치동 623번지 0호  ,39.87,  02-3452-4298,2014-04-25,6280,135-838,1995-06-20,편의점
휴게음식점,1995-07-08,동양마트논현점(바이더웨이),서울특별시 강남구 강남대로 556 (논현동),서울특별시 강남구 논현동 50번지 1호  ,35.96,  02- 516-0814,1995-07-08,6044,135-814,1995-07-08,편의점
휴게음식점,1995-01-18,베스킨라빈스, ,서울특별시 강남구 삼성동 8번지 3호 지상1층 ,25.8,  02-0547-2775,1995-01-18, ,135-864,2001-12-20,과자점
휴게음식점,1995-06-30,우리김밥,서울특별시 강남구 압구정로18길 14  지상1층 (신사동),서울특별시 강남구 신사동 550번지 19호 지상1층 ,26.18,  02- 516-2653,2013-10-21,6029,135-890,1995-06-30,일반조리판매
휴게음식점,1995-11-18,다원전통차,서울특별시 강남구 학동로 401 (청담동),서울특별시 강남구 청담동 41번지 2호  ,26.4,  02- 546-1269,2004-06-14,6069,135-951,1995-11-18,다방
휴게음식점,1995-04-28,뱅뱅플라자,서울특별시 강남구 도곡로 110 (도곡동),서울특별시 강남구 도곡동 943번지 1호  ,58.76,  02- 508-6339,1995-04-28,6258,135-860,1995-04-28,다방
휴게음식점,1995-05-11,에이에프히치콕,서울특별시 강남구 도산대로53길 32 (신사동),서울특별시 강남구 신사동 665번지 12호  ,105.78,  02- 546-9505,1995-05-11,6019,135-897,1995-05-11,다방
휴게음식점,1995-05-15,성원,서울특별시 강남구 언주로148길 14 (논현동),서울특별시 강남구 논현동 98번지 12호  ,43.38,  02-   0-    ,1995-05-15,6057,135-819,1995-05-15,다방
휴게음식점,1995-02-10,다인커피샵,서울특별시 강남구 봉은사로114길 20 (삼성동),서울특별시 강남구 삼성동 164번지 0호  ,110.63,  02-0563-8682,1995-02-10,6172,135-881,1995-02-10,다방
휴게음식점,1995-04-07,배스킨라빈스삼성플래티넘,서울특별시 강남구 봉은사로 474 (삼성동 지상1층110호),서울특별시 강남구 삼성동 117번지 0호 지상1층110호 ,42.24,  02-    -    ,1996-10-17,6154,135-509,2004-03-10,과자점
휴게음식점,1995-08-24,크로바(CLOVER) 제과점,서울특별시 강남구 도산대로 536 (청담동),서울특별시 강남구 청담동 52번지 3호  ,12.9,  02-    -    ,2002-05-07,6071,135-952,1995-08-24,과자점
휴게음식점,1995-03-06,카페레아,서울특별시 강남구 일원로 43 (일원동),서울특별시 강남구 일원동 684번지 4호  ,23.76,  02-0455-1313,2013-11-08,6343,135-516,1995-03-06,과자점
휴게음식점,1995-05-25,세븐일레븐대치6호점,서울특별시 강남구 삼성로85길 19 (대치동),서울특별시 강남구 대치동 894번지 3호  ,229.29,  02-3453-4752,2014-04-25,6196,135-840,1995-05-25,편의점
휴게음식점,1995-12-07,세븐일레븐역삼8호,서울특별시 강남구 강남대로102길 11 (역삼동),서울특별시 강남구 역삼동 813번지 18호  ,23.14,  02-3452-9302,2014-04-25,6123,135-931,1995-12-07,편의점
휴게음식점,1996-06-15,아이비요크청담1호점, ,서울특별시 강남구 청담동 123번지 52호  ,9.75,  02-3444-0047,1996-06-15, ,135-955,1996-06-15,패스트푸드
휴게음식점,1996-11-26,빨간모자,서울특별시 강남구 남부순환로365길 16  101호 (도곡동 대림상가),서울특별시 강남구 도곡동 960번지 0호 대림상가 101호,31.78,  02- 558-3800,2008-09-29,6270,135-861,1996-11-26,패스트푸드
휴게음식점,1996-04-18,도미노피자논현점,서울특별시 강남구 학동로4길 15  1층 102호 (논현동  동화상가),서울특별시 강남구 논현동 122번지 8호  ,109.39,  02- 538-6199,2010-06-07,6110,135-822,2016-06-17,패스트푸드
휴게음식점,1996-03-25,세븐일레븐삼성5호,서울특별시 강남구 봉은사로114길 40 (삼성동),서울특별시 강남구 삼성동 166번지 5호  ,22.31,  02- 508-3276,2014-04-25,6172,135-881,1996-03-25,편의점
휴게음식점,1996-07-19,LG25역삼3점,서울특별시 강남구 선릉로93길 22 (역삼동),서울특별시 강남구 역삼동 697번지 45호  ,4.48,  02- 423-3950,1996-07-19,6148,135-917,1996-07-19,편의점
